# ID    tau_v16   tau_v50   tau_v84   age_mw16   age_mw50   age_mw84   Mstar16   Mstar50   Mstar84   SFR16_7   SFR50_7   SFR84_7   SFR16_8   SFR50_8   SFR84_8 Av Av_std 
  79         1.672   1.802   2.512   9.125   9.225   9.425   11.000   11.020   11.130 1.412   1.557   1.582 1.467   1.572   1.592 1.2925 0.0258061930552 
  797         2.142   2.142   4.062   9.225   9.325   9.325   10.550   10.650   10.650 1.002   1.032   1.032 1.012   1.037   1.037 1.425 0.0293272381925 
  7988         1.717   2.847   4.852   8.725   8.775   8.925   9.787   9.842   9.862 0.682   0.792   0.847 0.692   0.802   0.857 0.96 0.0211706607124 
  8038         0.812   1.147   1.682   8.975   9.125   9.225   9.562   9.632   9.682 0.443   0.007   0.157 0.433   0.017   0.167 0.28 0.00858930148499 
  8041         3.192   3.192   3.192   9.425   9.425   9.425   10.910   10.920   10.920 0.627   0.632   0.632 0.637   0.642   0.642 2.005 0.0373518657499 
  8067         0.912   0.912   1.952   9.125   9.275   9.275   10.210   10.350   10.360 0.503   0.493   0.488 0.488   0.478   0.473 0.465 0.0087473124444 
  8113         0.457   0.457   0.852   8.725   9.125   9.125   9.242   9.342   9.347 0.072   0.077   0.332 0.072   0.077   0.337 0.455 0.0101194120383 
  8154         2.362   2.472   2.472   9.075   9.125   9.125   10.500   10.590   10.610 1.067   1.267   1.412 1.072   1.272   1.412 2.1525 0.0421141603264 
  8167         4.487   4.487   4.732   8.875   8.875   8.925   10.730   10.780   10.790 1.012   1.017   1.512 1.012   1.017   1.527 2.7925 0.0552078280228 
  8402         2.197   2.197   2.687   8.775   8.775   8.775   9.792   9.802   9.817 0.782   0.792   0.802 0.812   1.152   1.162 0.91 0.0206196896194 
  8461         1.692   2.952   3.462   8.375   8.525   8.625   9.052   9.082   9.107 0.227   0.382   0.487 0.242   0.392   0.492 0.7 0.0146730867577 
  8540         0.002   0.002   0.002   7.075   7.075   7.075   7.002   7.002   7.002 2.998   2.998   2.998 2.998   2.998   2.998 0.23 0.00464418722706 
  8586         0.112   0.112   0.112   8.675   8.675   8.675   9.072   9.082   9.087 0.217   0.227   0.232 0.222   0.232   0.237 0.06 0.00193165084837 
  8976         0.402   0.402   0.402   8.425   8.425   8.425   8.962   8.967   8.972 0.342   0.347   0.352 0.347   0.352   0.357 0.115 0.00436406920202 
  9026         4.787   4.787   4.787   9.075   9.075   9.075   10.500   10.500   10.510 0.037   0.042   0.052 0.042   0.047   0.057 1.075 0.0201521282995 
  931         0.647   1.287   2.377   8.925   8.925   9.175   9.522   9.552   9.622 0.713   0.057   0.357 0.057   0.117   0.357 0.59 0.013871124684 
  9372         0.452   0.702   1.302   8.075   8.275   8.675   8.687   8.702   8.827 0.107   0.207   0.402 0.117   0.217   0.412 0.5675 0.0131721780659 
  9380         2.262   2.557   2.557   8.625   8.775   9.225   9.772   9.847   9.962 0.243   0.797   1.002 0.233   0.807   1.012 1.9325 0.0384298724952 
  952         0.567   1.607   2.072   8.275   8.575   8.675   8.947   9.007   9.057 0.157   0.297   0.462 0.187   0.312   0.482 0.45 0.012170082169 
  9606         0.312   1.927   1.942   8.525   8.625   9.275   8.827   8.892   9.057 1.223   0.087   0.107 0.098   0.102   0.407 0.82875 0.0178835986311 
  9769         2.682   3.072   3.072   9.075   9.075   9.125   10.840   10.850   10.950 1.532   1.577   1.597 1.542   1.587   1.607 1.915 0.039814739419 
  9871         0.587   2.567   3.752   8.225   8.475   8.775   9.382   9.452   9.517 0.472   0.802   0.927 0.482   0.802   0.937 0.675 0.0162822564468 
  9884         0.072   0.072   0.107   8.375   8.375   9.325   9.402   9.417   9.652 0.852   0.867   0.927 0.857   0.872   0.927 0.04 0.00142950166142 
  994         1.237   1.237   2.437   8.525   8.775   8.775   9.847   9.862   9.937 0.922   0.952   1.087 0.932   0.952   1.107 0.825 0.0181840342059 
